coord_length: 1613.4154074302899
1.000000000	-0.000000000
0.984925357	0.003334517
0.980811690	0.003669902
0.976697962	0.004004511
0.972584275	0.004339627
0.968470725	0.004676415
0.947909308	0.006435150
0.939695979	0.007258602
0.931505239	0.008281626
0.923334472	0.009455112
0.919249661	0.010045902
0.915163845	0.010629706
0.911077818	0.011212036
0.902907773	0.012390671
0.898824452	0.012991677
0.894742434	0.013601464
0.890661705	0.014219825
0.882503927	0.015480557
0.874350822	0.016771175
0.870275968	0.017427133
0.866202221	0.018089935
0.862129557	0.018759357
0.853987342	0.020116987
0.849917722	0.020804673
0.845849063	0.021498023
0.841781365	0.022196985
0.837714654	0.022901674
0.833648990	0.023612375
0.821459077	0.025784505
0.817398356	0.026522924
0.813338958	0.027268580
0.805223822	0.028779673
0.801167808	0.029543525
0.793057982	0.031082877
0.789003790	0.031856338
0.784949850	0.032631127
0.780896040	0.033406591
0.776842286	0.034182348
0.772788564	0.034958271
0.764681301	0.036511065
0.760627868	0.037288501
0.756574664	0.038067125
0.752521763	0.038847329
0.748469233	0.039629452
0.744417124	0.040413754
0.740365472	0.041200416
0.736314308	0.041989589
0.732263665	0.042781429
0.728213584	0.043576140
0.724164117	0.044373971
0.720115322	0.045175209
0.716067264	0.045980161
0.712020010	0.046789145
0.703928175	0.048420419
0.699883714	0.049243253
0.695840291	0.050071173
0.691797943	0.050904321
0.687756689	0.051742765
0.683716536	0.052586495
0.679677475	0.053435437
0.675639485	0.054289460
0.671602535	0.055148389
0.667566587	0.056012008
0.663531593	0.056880080
0.659497505	0.057752347
0.655464269	0.058628547
0.647400137	0.060391682
0.643369130	0.061278082
0.639338753	0.062167342
0.635308948	0.063059190
0.627250815	0.064849543
0.623222364	0.065747488
0.615166380	0.067547490
0.611138718	0.068448967
0.607111189	0.069351035
0.603083724	0.070253392
0.599056256	0.071155735
0.595028715	0.072057751
0.591001030	0.072959124
0.586973128	0.073859527
0.582944935	0.074758629
0.578916376	0.075656087
0.574887372	0.076551550
0.570857847	0.077444658
0.566827717	0.078335037
0.562796901	0.079222304
0.554732871	0.080985905
0.542629542	0.083597751
0.534554821	0.085311729
0.530515477	0.086159319
0.522432474	0.087833802
